product_id,product_name,product_url,reviewer_name,rating,sentiment,confidence,score,roberta_label,method,title,review_text,date,verified_purchase,helpful_count,source_file
2294455888,,https://www.walmart.com/ip/Mainstays-Lift-Top-Coffee-Table-with-Storage-Shelf-Black-wood-finish/2294455888?classType=REGULAR,Anonymous,,neutral,0.6153,0.5,neutral,roberta,Bottom Shelf Before Other Set of Legs,"Some scratches out of the box. Need to get furniture/wood pens to match the color and draw over the scratches. The assembly was cool using Bilt, but I did NOT realize that the bottom shelf was meant to go on before the second set of legs. I was using a power drill to secure everything tightly, and was unable to undo the second set of legs to fit the bottom shelf. So I took the included screws out of the legs/shelf and drilled through the legs and secured the bottom rack from the outside in using wood construction screws... Honestly you shouldn't punish people for trying to go ahead and put both sets of legs on only to have the assembly require one set of legs off for you to put the shelf in. Stop trying to fit everything together like a jigsaw puzzle with dowels and interlocking screws and just use regular holes and screws.",,False,0,walmart_reviews_neutral_2294455888_20251028_022313.json
2294455888,,https://www.walmart.com/ip/Mainstays-Lift-Top-Coffee-Table-with-Storage-Shelf-Black-wood-finish/2294455888?classType=REGULAR,Anonymous,,neutral,0.6165,0.5,neutral,roberta,,Missing the dwarf screwdriver needed to complete assembly. Bought my own and finished the job.,,False,0,walmart_reviews_neutral_2294455888_20251028_022313.json
8341169795,,https://www.walmart.com/ip/Brindle-6-Drawer-Dresser-Gray-Oak-by-Hillsdale-Living-Essentials/8341169795?classType=VARIANT,Anonymous,,neutral,0.6042,0.5,neutral,roberta,,"The driver just put it outside instead of bringing it inside, it was a heavy item as well.",,False,0,walmart_reviews_neutral_8341169795_20251028_022443.json
8341169795,,https://www.walmart.com/ip/Brindle-6-Drawer-Dresser-Gray-Oak-by-Hillsdale-Living-Essentials/8341169795?classType=VARIANT,Anonymous,,neutral,0.4373,0.5,neutral,roberta,good for price,"first off, the box is HEAVY. very heavy. I was able to slide it into my house, but you will need to people to move it if it cannot be pushed to the room you need it in. it's extremely heavy once built as well. I think this took me about 2.5 hours to assemble, but pretty straightforward directions, just a lot of steps. The drawers slide in and out nicely, and it's definitely good quality for $140! Mine did have one damaged piece, and it was very close to being more than cosmetic damage. If I was patient, I would have exchanged it for a new one. It was broke right wear connector piece goes. overall, it's a nice piece of furniture for the price.",,False,0,walmart_reviews_neutral_8341169795_20251028_022443.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.8391,0.5,neutral,roberta,,Need instructions so that I can completely put the item together,,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.4833,0.5,neutral,roberta,assembly,i liked the design but the assembly was tough.,,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.377,0.5,neutral,roberta,Futon,"I only gave it 2 stars because I had to return it. The Futon was damaged, when I called Walmart the person who helped me was very nice . The sofa (dark charcoal)was made very well. If you are looking for a small (twin size)Futon this is perfect.",,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.5303,0.5,neutral,roberta,You get what you pay for,"These are very easy to assemble, unless pieces are missing from the box. The supports that were supposed to go across the bottom of the the drawers were missing and one of the wheels to help the drawers slide in and out was broken. They're also very short. For someone tall these are a long way down. They'll do in a pinch, but definitely not made to last forever. The fabric seems to stand up to children and pets alike and the outlets/USB port are a nice addition.",,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.6052,0.5,neutral,roberta,Bed bug found during assembly,Bed bug found during assembly,,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.5018,0.5,neutral,roberta,For a child or young teen.,Not sturdy enough for adults. Perfect for a young child.,,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.6602,0.5,neutral,roberta,,"There's a thin layer of mesh at the bottom that holds the boards and legs towards the back of the couch, it did come a little torn but is not noticeable at all. It's an okay size couch for an apartment will be ordering another",,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.5206,0.5,neutral,roberta,,"While this is not the size futon I really wanted, full sized, this twin size is going to work as it is for a second guest room.",,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.5338,0.5,neutral,roberta,,They put the extra parts inside the bottom of the couch and it rips the zip up bottom because its not secured in there,,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.4444,0.5,neutral,roberta,ripped,its a good purchase other then the package arrived 2 weeks late. Also the futon was ripped in more then one place on the backing,,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.6525,0.5,neutral,roberta,,bottom turn and the bottom of the drawers were missing along with the hardware to put it all together other than that I like it,,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.5684,0.5,neutral,roberta,Kinda hard to tell till I get it.,It hasn't gotten here yet!,,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
515887217,,https://www.walmart.com/ip/Serta-Windsor-Futon-with-Storage-and-Power-Gray-Fabric/515887217?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.7277,0.5,neutral,roberta,Going to go for it.,The reviews were up and down. Im old Navy and looking for a tight bed. I will let you know.,,False,0,walmart_reviews_neutral_515887217_20251028_022743.json
1408423898,,https://www.walmart.com/ip/Mainstays-Camden-Cozy-Futon-Charcoal-Boucle-Fabric-72/1408423898?classType=VARIANT,Anonymous,,neutral,0.5737,0.5,neutral,roberta,Simple %26 Functional,"It's a futon NOT a mattress. I wasn't expecting softness to be present even though it's advertised in the picture. I just added some fleece blankets and a comforter on top, and it works for me. Assembly was easy to understand, just time consuming as expected. if you want softness, add some memory foam or similar material on top of the seats/backrest. Simple.",,False,0,walmart_reviews_neutral_1408423898_20251028_022839.json
176880806,,https://www.walmart.com/ip/Best-Choice-Products-Modern-Faux-Leather-Convertible-Futon-Sofa-w-Removable-Armrests-2-Cupholders-Black/176880806?classType=VARIANT,Anonymous,,neutral,0.4003,0.5,neutral,roberta,Nice look,"Small, couldn't get in sitting position, package came damage, could be because of that, hopefully i here back some good news on fixing the issues. call suppose to hear back in 24 hours.",,False,0,walmart_reviews_neutral_176880806_20251028_022957.json
340861854,,https://www.walmart.com/ip/Casper-Sleep-Essential-Pillow-Standard/340861854?athAsset=eyJhdGhjcGlkIjoiMzQwODYxODU0IiwiYXRoc3RpZCI6IkNTMDIwIiwiYXRoYW5jaWQiOiIyNzU4NzYzNDMiLCJhdGhyayI6MC4wfQ==&athena=true,Anonymous,,neutral,0.502,0.5,neutral,roberta,,"It was not as good as some of the older versions of the pillow, but should do fine.",,False,0,walmart_reviews_neutral_340861854_20251028_023143.json
21983601,,https://www.walmart.com/ip/Mainstays-6-Inch-Futon-Mattress-with-Tufted-Cover-and-Recycled-Polyester-Fill-Full-Black/21983601?classType=VARIANT&athbdg=L1600,Anonymous,,neutral,0.452,0.5,neutral,roberta,,the fact that ive had this futon for like a week and some change.. the thing is already flatening.. only been a week and i already want to spin it.. for a pinch its fine and i sleep well on it.. just its only a few inches of cushion. cant be getting flat. i wouls take the picture but im sure you will see other say the same,,False,0,walmart_reviews_neutral_21983601_20251028_023236.json
21983601,,https://www.walmart.com/ip/Mainstays-6-Inch-Futon-Mattress-with-Tufted-Cover-and-Recycled-Polyester-Fill-Full-Black/21983601?classType=VARIANT&athbdg=L1600,Anonymous,,neutral,0.4156,0.5,neutral,roberta,,when looking for a futon mattress i thouggt the color looked good and the fabric was nice looking.even looked for one that was.a littlw thicker. however when i got it. it is not grear super light not at all ok to sit or.sleep on my cheap couch has a thicker denser couahion.,,False,0,walmart_reviews_neutral_21983601_20251028_023236.json
36613069,,https://www.walmart.com/ip/Mainstays-8-5-Key-Rack-4-Hooks-Walnut-Finish-2-lbs-Working-Capacity-Hardware-Included/36613069?classType=VARIANT&athbdg=L1600&adsRedirect=true,Anonymous,,neutral,0.522,0.5,neutral,roberta,Its a Key Holder!,"For a key holder, it does the job it was intended for. Not sure why they give you such a long anchoring screws……..its holding keys?",,False,0,walmart_reviews_neutral_36613069_20251028_023431.json
36613069,,https://www.walmart.com/ip/Mainstays-8-5-Key-Rack-4-Hooks-Walnut-Finish-2-lbs-Working-Capacity-Hardware-Included/36613069?classType=VARIANT&athbdg=L1600&adsRedirect=true,Anonymous,,neutral,0.4889,0.5,neutral,roberta,Never Lose Keys Again,"After getting tired of keys getting set in different spots or the kids walking away from them, we purchased this little rack. It is the perfect spot for our car keys along with the neighborhood pools and clubhouse entry tag, and spare house keys for when we have a house sitter. Leaving in the morning is so much simpler without the hunt for the keys.",,False,0,walmart_reviews_neutral_36613069_20251028_023431.json
36613069,,https://www.walmart.com/ip/Mainstays-8-5-Key-Rack-4-Hooks-Walnut-Finish-2-lbs-Working-Capacity-Hardware-Included/36613069?classType=VARIANT&athbdg=L1600&adsRedirect=true,Anonymous,,neutral,0.6352,0.5,neutral,roberta,,It was just as described. I wanted something simple to hang keys on without a lot of expense.,,False,0,walmart_reviews_neutral_36613069_20251028_023431.json
768595294,,https://www.walmart.com/ip/Mainstays-Reclining-Bungee-Beach-Chair-Teal/768595294?classType=VARIANT,Anonymous,,neutral,0.6114,0.5,neutral,roberta,,"The bungee style looked like it would feel more flexible -- the brand new chair seat is a bit firm and inflexible. Also, its way too early to tell if the aluminum will stand up to normal use... Also, 'cup holder and 'pocket' that comes with the chair is tiny -- too small for a regular 12oz can, lame, and looks like it cost 20 cents to make.... but the chair was cheap enough so its all ok so far...",,False,0,walmart_reviews_neutral_768595294_20251028_023608.json
768595294,,https://www.walmart.com/ip/Mainstays-Reclining-Bungee-Beach-Chair-Teal/768595294?classType=VARIANT,Anonymous,,neutral,0.4447,0.5,neutral,roberta,"Nice chair, but not functional.","The chair is well made and given our age, my wife wanted something higher, which would be easier to get up from. I wanted an aluminium frame, which it has. However, the pouch on the side of the chair is so small, that a water bottle will not even fit, let alone a can of pop or beer. Pretty much limits its use on the beach. Would have kept it otherwise.",,False,0,walmart_reviews_neutral_768595294_20251028_023608.json
768595294,,https://www.walmart.com/ip/Mainstays-Reclining-Bungee-Beach-Chair-Teal/768595294?classType=VARIANT,Anonymous,,neutral,0.5714,0.5,neutral,roberta,,The chair is lightweight and easy to use but after a few uses at the beach it started rusting.,,False,0,walmart_reviews_neutral_768595294_20251028_023608.json
768595294,,https://www.walmart.com/ip/Mainstays-Reclining-Bungee-Beach-Chair-Teal/768595294?classType=VARIANT,Anonymous,,neutral,0.6909,0.5,neutral,roberta,,The phone pouch and bottle holder are too small to hold anything. They are hanging on the bottom rail of the chair with velcro straps.,,False,0,walmart_reviews_neutral_768595294_20251028_023608.json
10404233,,https://www.walmart.com/ip/Mainstays-8-5x11-Front-Loading-Document-Picture-Frames-Black-Set-of-6/10404233?classType=REGULAR,Anonymous,,neutral,0.5151,0.5,neutral,roberta,Inexpensive frame does its job,"I bought a bunch of these...in the neighborhood of 200 for certificates to present. Only a 3 were damaged. I picked these because I don't like to mess with the hateful prongs. The glass pops out, you put the certificate in and pop the glass back in. It did not take a great amount of time with two people working as a team. Don't put the little stand thing on it unless you plan on it being there forever or until you break it. We tried doing this with one of the damaged ones and once we got it in it does not move. For what they cost, it was a good value and served its purpose.",,False,0,walmart_reviews_neutral_10404233_20251028_023705.json
5015470225,,https://www.walmart.com/ip/Mainstays-Tie-up-Balloon-Shade-Valance-Rod-Pocket-Arctic-White-42-W-x-63-L/5015470225?classType=VARIANT,Anonymous,,neutral,0.6975,0.5,neutral,roberta,Uneven bows,I had to order one curtain from another store as they only had one from the store I bought it from. After washing and ironing I hung them up. That's when I noticed the bow/tie back on them were uneven. There is about an inch difference between the curtains and on one there is like a quarter inch between the bows. They are very nice looking curtains though.,,False,0,walmart_reviews_neutral_5015470225_20251028_023839.json
2242264499,,https://www.walmart.com/ip/Mainstays-12-75-Rope-Mini-Lamp-Brown-5-75-x-6-5-x-6-5-Lamp-Shade/2242264499?classType=VARIANT,Anonymous,,neutral,0.5228,0.5,neutral,roberta,mini lamp,I knew it was mini but it wasn't at all what I was expecting. Nevertheless it will do. I use it for a bedroom. The cord situation on the lamp should have been a little better as well,,False,0,walmart_reviews_neutral_2242264499_20251028_023924.json
403967470,,https://www.walmart.com/ip/Mainstays-Dylan-Solid-Diamond-Olefin-Red-Indoor-Rug-Set-3-Piece-Accent-Rug-Set/403967470?classType=VARIANT,Anonymous,,neutral,0.8691,0.5,neutral,roberta,Light blue not green in picture,The picture looks green but they're really blue. As it states in the description.,,False,0,walmart_reviews_neutral_403967470_20251028_024155.json
403967470,,https://www.walmart.com/ip/Mainstays-Dylan-Solid-Diamond-Olefin-Red-Indoor-Rug-Set-3-Piece-Accent-Rug-Set/403967470?classType=VARIANT,Anonymous,,neutral,0.6346,0.5,neutral,roberta,,"It's just a basic rug. Basic price, acceptable quality",,False,0,walmart_reviews_neutral_403967470_20251028_024155.json
403967470,,https://www.walmart.com/ip/Mainstays-Dylan-Solid-Diamond-Olefin-Red-Indoor-Rug-Set-3-Piece-Accent-Rug-Set/403967470?classType=VARIANT,Anonymous,,neutral,0.8022,0.5,neutral,roberta,,you can run the vacuum over them and they will stay in place,,False,0,walmart_reviews_neutral_403967470_20251028_024155.json
403967470,,https://www.walmart.com/ip/Mainstays-Dylan-Solid-Diamond-Olefin-Red-Indoor-Rug-Set-3-Piece-Accent-Rug-Set/403967470?classType=VARIANT,Anonymous,,neutral,0.8041,0.5,neutral,roberta,,"When received only two rugs in the bag. The smaller rug was missing, bag had been opened.",,False,0,walmart_reviews_neutral_403967470_20251028_024155.json
1093606016,,https://www.walmart.com/ip/Mainstays-Coir-Navy-Good-To-Be-Home-Doormat-18-x30/1093606016?classType=REGULAR&athbdg=L1600,Anonymous,,neutral,0.4917,0.5,neutral,roberta,,A lot of the fibers were loose on the top which then got on the floor when un packaging,,False,0,walmart_reviews_neutral_1093606016_20251028_024306.json
1093606016,,https://www.walmart.com/ip/Mainstays-Coir-Navy-Good-To-Be-Home-Doormat-18-x30/1093606016?classType=REGULAR&athbdg=L1600,Anonymous,,neutral,0.6116,0.5,neutral,roberta,Sturdy mat,Sturdy and durable for the foot traffic entering my apartment.,,False,0,walmart_reviews_neutral_1093606016_20251028_024306.json
498157738,,https://www.walmart.com/ip/Mainstays-Unscented-Flameless-LED-Pillar-Candles-White-Various-Sizes-3-Count/498157738?classType=VARIANT,Anonymous,,neutral,0.4866,0.5,neutral,roberta,Don't stay white with light,"Great price, size and value. However, if you want white candles beware. They are white BUT glow amber or light brown when turned on. I wanted white candles that glowed white so they were not “the ones” for me.",,False,0,walmart_reviews_neutral_498157738_20251028_024405.json
498157738,,https://www.walmart.com/ip/Mainstays-Unscented-Flameless-LED-Pillar-Candles-White-Various-Sizes-3-Count/498157738?classType=VARIANT,Anonymous,,neutral,0.5113,0.5,neutral,roberta,,"The only thing I didn't like was that it said it was white, but when you light it, it's yellow. Which is fine for some things that you're gonna use it for but what I was gonna use it for I needed white. Other than that, it works great so far.",,False,0,walmart_reviews_neutral_498157738_20251028_024405.json
498157738,,https://www.walmart.com/ip/Mainstays-Unscented-Flameless-LED-Pillar-Candles-White-Various-Sizes-3-Count/498157738?classType=VARIANT,Anonymous,,neutral,0.4722,0.5,neutral,roberta,,Works well. There's a slight smell when taken out of box and it took a few days to go away.,,False,0,walmart_reviews_neutral_498157738_20251028_024405.json
3281745779,,https://www.walmart.com/ip/Mainstays-12-75-Power-Outlet-Mini-Table-Lamp-with-Clear-Glass-Shade/3281745779?classType=VARIANT,Anonymous,,neutral,0.5817,0.5,neutral,roberta,Small lamp; lampshade problem,"The lamp is cute, small in size so it doesn't take up a lot of space. The lampshade sits on top of the lightbulb, so any movement knocks it sideways and it falls off.",,False,0,walmart_reviews_neutral_3281745779_20251028_024655.json
528530126,,https://www.walmart.com/ip/12-inch-Artificial-Green-Mixed-Berry-Plant-Pick-for-Indoor-Use-by-Mainstays/528530126?classType=VARIANT&athbdg=L1600,Anonymous,,neutral,0.6889,0.5,neutral,roberta,Mixed Berry Pick,Alot of stems/filler for the money. Does not look fake mixed into an arrangement.,,False,0,walmart_reviews_neutral_528530126_20251028_024808.json
495761816,,https://www.walmart.com/ip/Mainstays-Bless-Home-17-x-30-Wood-Inspired-Indoor-Accent-Rug/495761816?classType=VARIANT,Anonymous,,neutral,0.5541,0.5,neutral,roberta,Thin Rug,I ordered the rugs online. The rugs snag easily. Very thin material.,,False,0,walmart_reviews_neutral_495761816_20251028_025022.json
495761816,,https://www.walmart.com/ip/Mainstays-Bless-Home-17-x-30-Wood-Inspired-Indoor-Accent-Rug/495761816?classType=VARIANT,Anonymous,,neutral,0.837,0.5,neutral,roberta,For a one or 2 weeks used,S as disposable pretty rug for the bathroom,,False,0,walmart_reviews_neutral_495761816_20251028_025022.json
186533945,,https://www.walmart.com/ip/Mainstays-Remnant-4-5-x-6-Indoor-Solid-Area-Rug/186533945?classType=VARIANT&athbdg=L1102,Anonymous,,neutral,0.7923,0.5,neutral,roberta,Buying Blind,"I ordered 2 rugs, selecting them from a previous purchase. I had bought a beige rug, and wanted 2 more of the same. The picture in my new order was of a beige rug, so I assumed I was buying 2 beige rugs. What arrived was 2 rugs with 2 different patterns, neither of which was beige I'm not sure why someone decided to pick random rugs, but for me, the buyer, it ended up like picking colors in the dark, and then paying for whatever they decided to send. I suppose I should be grateful they sent rugs, as opposed to a toaster or a can of paint. I decided to keep them, but in the future I will certainly be more careful about who I order products from online. This is not the first time Walmart botched an online order of mine...",,False,0,walmart_reviews_neutral_186533945_20251028_025135.json
666999258,,https://www.walmart.com/ip/Mainstays-Flokati-Decorative-Throw-Pillow-16-x-16-Blush/666999258?classType=VARIANT,Anonymous,,neutral,0.4413,0.5,neutral,roberta,,"I purchase for decor to match a bedroom and was looking for color blush. However, the color wasnt blush. I will be returning. I gave five stars because its a nice product. Just not right color.",,False,0,walmart_reviews_neutral_666999258_20251028_025228.json
2428950665,,https://www.walmart.com/ip/Mainstays-Blue-Dogs-Cozy-Plush-Throw-Blanket-50-x-60/2428950665?classType=VARIANT,Anonymous,824.0,neutral,0.8077,0.5,neutral,roberta,Customer ratings & reviews,"Helpful?
(0)
(0)
Report",,True,0,walmart_reviews_neutral_2428950665_20251028_025305.json
17324446,,https://www.walmart.com/ip/Mainstays-Titan-Solid-Area-Rug-or-Runner/17324446?classType=VARIANT,Anonymous,,neutral,0.4751,0.5,neutral,roberta,Has a strong smell,The shipping was fast and the rug came in tact. I didn’t have any trouble with laying out corners or them staying put. It does however have a very plastic smell to it. I left windows open during the day with a fan running to help with the smell but after a week the smell is still there. Especially stronger when we have been gone all day with the house closed up. It’s the first thing we smell walking in this room. The smell isn’t awful though so it wouldn’t deter me from buying again. It’s easy to clean so far. Haven’t had any spills or major accidents yet though. The shorter the rug the better because I have 3 kids and everything just glides right off this.,,False,0,walmart_reviews_neutral_17324446_20251028_025532.json
1125113655,,https://www.walmart.com/ip/Mainstays-Unscented-Votive-Candles-White-4-Pack/1125113655?classType=VARIANT,Anonymous,,neutral,0.5919,0.5,neutral,roberta,,good emergency candle also put a clay flower pot in winter when electric goes out instant heat. Candle heats up clay pot stays warmer long time,,False,0,walmart_reviews_neutral_1125113655_20251028_025721.json
1125113655,,https://www.walmart.com/ip/Mainstays-Unscented-Votive-Candles-White-4-Pack/1125113655?classType=VARIANT,Anonymous,,neutral,0.5371,0.5,neutral,roberta,,"These are small for votives. But, at this price they do get the job done . They burn for a decent amount of time for a low cost option.",,False,0,walmart_reviews_neutral_1125113655_20251028_025721.json
1125113655,,https://www.walmart.com/ip/Mainstays-Unscented-Votive-Candles-White-4-Pack/1125113655?classType=VARIANT,Anonymous,,neutral,0.4012,0.5,neutral,roberta,They're okay,when i received them in th mail the bottom layer nost of them don't burn right. they are sticky and drown themselves in less than an hour. i buy them ONLY BECAUSE i can not find them in store.,,False,0,walmart_reviews_neutral_1125113655_20251028_025721.json
1827251928,,https://www.walmart.com/ip/Mainstays-11-3-Cube-Storage-Organizer-Black/1827251928?classType=VARIANT&athbdg=L1600,Anonymous,,neutral,0.5732,0.5,neutral,roberta,,I have sever arthritis and I was able to put the shelf together by myself. It took about 20 minutes.,,False,0,walmart_reviews_neutral_1827251928_20251028_025803.json
